frame	crossing	top_r1	split_r1
4451	16	E2	FF
4452	16	E2	FF
4453	16	E2	FF
4454	16	E2	FF
4455	16	E2	FF
4456	16	E2	FF
4457	16	E2	FF
4458	16	E2	FF
4459	16	E2	FF
4460	16	E2	FF
4461	16	E2	FF
4462	16	E2	FF
4463	16	E2	FF
4464	16	E2	FF
4465	16	E2	FF
4466	16	E2	FF
4467	16	E2	FF
4468	16	E2	FF
4469	16	E2	FF
4470	16	E2	FF
4471	16	E2	FF
4472	16	E2	FF
4473	16	E2	FF
4474	16	E2	FF
4475	16	E2	FF
4476	16	E2	FF
4477	16	E2	FF
4478	16	E2	FF
4479	16	E2	FF
4480	16	E2	FF
4481	16	E2	FF
4482	16	E2	FF
4483	16	E2	FF
4484	16	E2	FF
4485	16	E2	FF
4486	16	E2	FF
4487	16	E2	FF
4488	16	E2	FF
4489	16	E2	FF
4490	16	E2	FF
4491	16	E2	FF
4492	16	E2	FF
4493	16	E2	FF
4494	16	E2	FF
4495	16	E2	FF
4496	16	E2	FF
4497	16	E2	FF
4498	16	E2	FF
4499	16	E2	FF
4500	16	E2	FF
4501	16	E2	FF
4502	16	E2	FF
4503	16	E2	FF
4504	16	E2	FF
4505	16	E2	FF
4506	16	E2	FF
4507	16	E2	FF
4508	16	E2	FF
4509	16	E2	FF
4510	16	E2	FF
4511	16	E2	FF
4512	16	E2	FF
4513	16	E2	FF
4514	16	E2	FF
4515	16	E2	FF
4516	16	E2	FF
4517	16	E2	FF
4518	16	E2	FF
4519	16	E2	FF
4520	16	E2	FF
4521	16	E2	FF
4522	16	E2	FF
4523	16	E2	FF
4524	16	E2	FF
4525	16	E2	FF
4526	16	E2	FF
4527	16	E2	FF
4528	16	E2	FF
4529	16	E2	FF
4530	16	E2	FF
4531	16	E2	FF
4532	16	E2	FF
4533	16	E2	FF
4534	16	E2	FF
4535	16	E2	FF
4536	16	E2	FF
4537	16	E2	FF
4538	16	E2	FF
4539	16	E2	FF
4540	16	E2	FF
4541	16	E2	FF
4542	16	E2	FF
4543	16	E2	FF
4544	16	E2	FF
4545	16	E2	FF
4546	16	E2	FF
4547	16	E2	FF
4548	16	E2	FF
4549	16	E2	FF
4550	16	E2	FF
4551	16	E2	FF
4552	16	E2	FF
4553	16	E2	FF
4554	16	E2	FF
4555	16	E2	FF
4556	16	E2	FF
4557	16	E2	FF
4558	16	E2	FF
4559	16	E2	FF
4560	16	E2	FF
4561	16	E2	FF
4562	16	E2	FF
4563	16	E2	FF
4564	16	E2	FF
4565	16	E2	FF
4566	16	E2	FF
4567	16	E2	FF
4568	16	E2	FF
4569	16	E2	FF
4570	16	E2	FF
4571	16	E2	FF
4572	16	E2	FF
4573	16	E2	FF
4574	16	E2	FF
4575	16	E2	FF
4576	16	E2	FF
4577	16	E2	FF
4578	16	E2	FF
4579	16	E2	FF
4580	16	E2	FF
4581	16	E2	FF
4582	16	E2	FF
4583	16	E2	FF
4584	16	E2	FF
4585	16	E2	FF
4586	16	E2	FF
4587	16	E2	FF
4588	16	E2	FF
4589	16	E2	FF
4590	16	E2	FF
4591	16	E2	FF
4592	16	E2	FF
4593	16	E2	FF
4594	16	E2	FF
4595	16	E2	FF
4596	16	E2	FF
4597	16	E2	FF
4598	16	E2	FF
4599	16	E2	FF
4600	16	E2	FF
4601	16	E2	FF
4602	16	E2	FF
4603	16	E2	FF
4604	0	0A	FF
4605	0	0A	FF
4606	0	0A	FF
4607	0	0A	FF
4608	0	0A	FF
4609	0	0A	FF
4610	0	0A	FF
4611	0	0A	FF
4612	0	0A	FF
4613	0	0A	FF
4614	0	0A	FF
4615	0	0A	FF
4616	0	0A	FF
4617	0	0A	FF
4618	0	0A	FF
4619	0	0A	FF
4620	0	0A	FF
4621	0	0A	FF
4622	0	0A	FF
4623	0	0A	FF
4624	0	0A	FF
4625	0	0A	FF
4626	0	0A	FF
4627	0	0A	FF
4628	0	0A	FF
4629	0	0A	FF
4630	0	38	FF
4631	0	38	FF
4632	0	38	FF
4633	0	38	FF
4634	0	38	FF
4635	0	38	FF
4636	0	38	FF
4637	0	38	FF
4638	0	38	FF
4639	0	38	FF
4640	0	38	FF
4641	0	38	FF
4642	0	38	FF
4643	0	38	FF
4644	0	38	FF
4645	0	38	FF
4646	0	38	FF
4647	0	38	FF
4648	0	38	FF
4649	0	38	FF
4650	0	38	FF
4651	0	38	FF
4652	0	38	FF
4653	0	38	FF
4654	0	38	FF
4655	0	38	FF
4656	0	38	FF
4657	0	38	FF
4658	0	38	FF
4659	0	38	FF
4660	0	38	FF
4661	0	38	FF
4662	0	38	FF
4663	0	38	FF
4664	0	38	FF
4665	0	38	FF
4666	0	38	FF
4667	0	38	FF
4668	0	38	FF
4669	0	38	FF
4670	0	38	FF
4671	0	38	FF
4672	0	38	FF
4673	0	38	FF
4674	0	38	FF
4675	0	38	FF
4676	2	38	FF
4677	2	38	FF
4678	4	38	FF
4679	2	38	FF
4680	3	38	FF
4681	3	38	FF
4682	3	38	FF
4683	3	38	FF
4684	3	38	FF
4685	3	38	FF
4686	2	38	FF
4687	4	38	FF
4688	4	38	FF
4689	4	38	FF
4690	3	38	FF
4691	4	38	FF
4692	4	38	FF
4693	4	38	FF
4694	2	38	FF
4695	3	38	FF
4696	3	38	FF
4697	3	38	FF
4698	3	38	FF
4699	3	38	FF
4700	3	38	FF
4701	2	38	FF
4702	4	38	FF
4703	4	38	FF
4704	4	38	FF
4705	3	38	FF
4706	4	38	FF
4707	4	38	FF
4708	4	38	FF
4709	2	38	FF
4710	3	38	FF
4711	3	38	FF
4712	3	38	FF
4713	3	38	FF
4714	3	38	FF
4715	3	38	FF
4716	3	38	FF
4717	0	38	FF
4718	0	0A	FF
4719	0	0A	FF
4720	0	0A	FF
4721	0	0A	FF
4722	0	0A	FF
4723	0	0A	FF
4724	0	0A	FF
4725	0	0A	FF
4726	0	0A	FF
4727	0	0A	FF
4728	0	0A	FF
4729	0	0A	FF
4730	0	0A	FF
4731	0	0A	FF
4732	0	0A	FF
4733	0	0A	FF
