frame	index	y	tile	attr	x
7000	00	B7	80	01	10
7000	01	B7	81	01	18
7000	02	B7	82	01	20
7000	03	B7	83	01	28
7000	04	BF	84	01	10
7000	05	BF	85	01	18
7000	06	BF	86	01	20
7000	07	BF	87	01	28
7000	08	C7	88	01	10
7000	09	C7	89	01	18
7000	0A	C7	8A	01	20
7000	0B	C7	8B	01	28
7000	0C	CF	8C	01	10
7000	0D	CF	8D	01	18
7000	0E	CF	8E	01	20
7000	0F	CF	8F	01	28
7001	00	B7	80	01	10
7001	01	B7	81	01	18
7001	02	B7	82	01	20
7001	03	B7	83	01	28
7001	04	BF	84	01	10
7001	05	BF	85	01	18
7001	06	BF	86	01	20
7001	07	BF	87	01	28
7001	08	C7	88	01	10
7001	09	C7	89	01	18
7001	0A	C7	8A	01	20
7001	0B	C7	8B	01	28
7001	0C	CF	8C	01	10
7001	0D	CF	8D	01	18
7001	0E	CF	8E	01	20
7001	0F	CF	8F	01	28
7002	00	B7	80	01	10
7002	01	B7	81	01	18
7002	02	B7	82	01	20
7002	03	B7	83	01	28
7002	04	BF	84	01	10
7002	05	BF	85	01	18
7002	06	BF	86	01	20
7002	07	BF	87	01	28
7002	08	C7	88	01	10
7002	09	C7	89	01	18
7002	0A	C7	8A	01	20
7002	0B	C7	8B	01	28
7002	0C	CF	8C	01	10
7002	0D	CF	8D	01	18
7002	0E	CF	8E	01	20
7002	0F	CF	8F	01	28
7003	00	B7	80	01	10
7003	01	B7	81	01	18
7003	02	B7	82	01	20
7003	03	B7	83	01	28
7003	04	BF	84	01	10
7003	05	BF	85	01	18
7003	06	BF	86	01	20
7003	07	BF	87	01	28
7003	08	C7	88	01	10
7003	09	C7	89	01	18
7003	0A	C7	8A	01	20
7003	0B	C7	8B	01	28
7003	0C	CF	8C	01	10
7003	0D	CF	8D	01	18
7003	0E	CF	8E	01	20
7003	0F	CF	8F	01	28
7004	00	B7	80	01	10
7004	01	B7	81	01	18
7004	02	B7	82	01	20
7004	03	B7	83	01	28
7004	04	BF	84	01	10
7004	05	BF	85	01	18
7004	06	BF	86	01	20
7004	07	BF	87	01	28
7004	08	C7	88	01	10
7004	09	C7	89	01	18
7004	0A	C7	8A	01	20
7004	0B	C7	8B	01	28
7004	0C	CF	8C	01	10
7004	0D	CF	8D	01	18
7004	0E	CF	8E	01	20
7004	0F	CF	8F	01	28
7005	00	B7	80	01	10
7005	01	B7	81	01	18
7005	02	B7	82	01	20
7005	03	B7	83	01	28
7005	04	BF	84	01	10
7005	05	BF	85	01	18
7005	06	BF	86	01	20
7005	07	BF	87	01	28
7005	08	C7	88	01	10
7005	09	C7	89	01	18
7005	0A	C7	8A	01	20
7005	0B	C7	8B	01	28
7005	0C	CF	8C	01	10
7005	0D	CF	8D	01	18
7005	0E	CF	8E	01	20
7005	0F	CF	8F	01	28
7006	00	B7	80	01	10
7006	01	B7	81	01	18
7006	02	B7	82	01	20
7006	03	B7	83	01	28
7006	04	BF	84	01	10
7006	05	BF	85	01	18
7006	06	BF	86	01	20
7006	07	BF	87	01	28
7006	08	C7	88	01	10
7006	09	C7	89	01	18
7006	0A	C7	8A	01	20
7006	0B	C7	8B	01	28
7006	0C	CF	8C	01	10
7006	0D	CF	8D	01	18
7006	0E	CF	8E	01	20
7006	0F	CF	8F	01	28
7007	00	B7	80	01	10
7007	01	B7	81	01	18
7007	02	B7	82	01	20
7007	03	B7	83	01	28
7007	04	BF	84	01	10
7007	05	BF	85	01	18
7007	06	BF	86	01	20
7007	07	BF	87	01	28
7007	08	C7	88	01	10
7007	09	C7	89	01	18
7007	0A	C7	8A	01	20
7007	0B	C7	8B	01	28
7007	0C	CF	8C	01	10
7007	0D	CF	8D	01	18
7007	0E	CF	8E	01	20
7007	0F	CF	8F	01	28
7008	00	B7	80	01	10
7008	01	B7	81	01	18
7008	02	B7	82	01	20
7008	03	B7	83	01	28
7008	04	BF	84	01	10
7008	05	BF	85	01	18
7008	06	BF	86	01	20
7008	07	BF	87	01	28
7008	08	C7	88	01	10
7008	09	C7	89	01	18
7008	0A	C7	8A	01	20
7008	0B	C7	8B	01	28
7008	0C	CF	8C	01	10
7008	0D	CF	8D	01	18
7008	0E	CF	8E	01	20
7008	0F	CF	8F	01	28
7009	00	B7	80	01	10
7009	01	B7	81	01	18
7009	02	B7	82	01	20
7009	03	B7	83	01	28
7009	04	BF	84	01	10
7009	05	BF	85	01	18
7009	06	BF	86	01	20
7009	07	BF	87	01	28
7009	08	C7	88	01	10
7009	09	C7	89	01	18
7009	0A	C7	8A	01	20
7009	0B	C7	8B	01	28
7009	0C	CF	8C	01	10
7009	0D	CF	8D	01	18
7009	0E	CF	8E	01	20
7009	0F	CF	8F	01	28
7010	00	B7	80	01	10
7010	01	B7	81	01	18
7010	02	B7	82	01	20
7010	03	B7	83	01	28
7010	04	BF	84	01	10
7010	05	BF	85	01	18
7010	06	BF	86	01	20
7010	07	BF	87	01	28
7010	08	C7	88	01	10
7010	09	C7	89	01	18
7010	0A	C7	8A	01	20
7010	0B	C7	8B	01	28
7010	0C	CF	8C	01	10
7010	0D	CF	8D	01	18
7010	0E	CF	8E	01	20
7010	0F	CF	8F	01	28
7011	00	B7	80	01	10
7011	01	B7	81	01	18
7011	02	B7	82	01	20
7011	03	B7	83	01	28
7011	04	BF	84	01	10
7011	05	BF	85	01	18
7011	06	BF	86	01	20
7011	07	BF	87	01	28
7011	08	C7	88	01	10
7011	09	C7	89	01	18
7011	0A	C7	8A	01	20
7011	0B	C7	8B	01	28
7011	0C	CF	8C	01	10
7011	0D	CF	8D	01	18
7011	0E	CF	8E	01	20
7011	0F	CF	8F	01	28
7012	00	B7	80	01	10
7012	01	B7	81	01	18
7012	02	B7	82	01	20
7012	03	B7	83	01	28
7012	04	BF	84	01	10
7012	05	BF	85	01	18
7012	06	BF	86	01	20
7012	07	BF	87	01	28
7012	08	C7	88	01	10
7012	09	C7	89	01	18
7012	0A	C7	8A	01	20
7012	0B	C7	8B	01	28
7012	0C	CF	8C	01	10
7012	0D	CF	8D	01	18
7012	0E	CF	8E	01	20
7012	0F	CF	8F	01	28
7013	00	B7	80	01	10
7013	01	B7	81	01	18
7013	02	B7	82	01	20
7013	03	B7	83	01	28
7013	04	BF	84	01	10
7013	05	BF	85	01	18
7013	06	BF	86	01	20
7013	07	BF	87	01	28
7013	08	C7	88	01	10
7013	09	C7	89	01	18
7013	0A	C7	8A	01	20
7013	0B	C7	8B	01	28
7013	0C	CF	8C	01	10
7013	0D	CF	8D	01	18
7013	0E	CF	8E	01	20
7013	0F	CF	8F	01	28
7014	00	B7	80	01	10
7014	01	B7	81	01	18
7014	02	B7	82	01	20
7014	03	B7	83	01	28
7014	04	BF	84	01	10
7014	05	BF	85	01	18
7014	06	BF	86	01	20
7014	07	BF	87	01	28
7014	08	C7	88	01	10
7014	09	C7	89	01	18
7014	0A	C7	8A	01	20
7014	0B	C7	8B	01	28
7014	0C	CF	8C	01	10
7014	0D	CF	8D	01	18
7014	0E	CF	8E	01	20
7014	0F	CF	8F	01	28
7015	00	B7	80	01	10
7015	01	B7	81	01	18
7015	02	B7	82	01	20
7015	03	B7	83	01	28
7015	04	BF	84	01	10
7015	05	BF	85	01	18
7015	06	BF	86	01	20
7015	07	BF	87	01	28
7015	08	C7	88	01	10
7015	09	C7	89	01	18
7015	0A	C7	8A	01	20
7015	0B	C7	8B	01	28
7015	0C	CF	8C	01	10
7015	0D	CF	8D	01	18
7015	0E	CF	8E	01	20
7015	0F	CF	8F	01	28
7016	00	B7	80	01	10
7016	01	B7	81	01	18
7016	02	B7	82	01	20
7016	03	B7	83	01	28
7016	04	BF	84	01	10
7016	05	BF	85	01	18
7016	06	BF	86	01	20
7016	07	BF	87	01	28
7016	08	C7	88	01	10
7016	09	C7	89	01	18
7016	0A	C7	8A	01	20
7016	0B	C7	8B	01	28
7016	0C	CF	8C	01	10
7016	0D	CF	8D	01	18
7016	0E	CF	8E	01	20
7016	0F	CF	8F	01	28
7017	00	B7	80	01	10
7017	01	B7	81	01	18
7017	02	B7	82	01	20
7017	03	B7	83	01	28
7017	04	BF	84	01	10
7017	05	BF	85	01	18
7017	06	BF	86	01	20
7017	07	BF	87	01	28
7017	08	C7	88	01	10
7017	09	C7	89	01	18
7017	0A	C7	8A	01	20
7017	0B	C7	8B	01	28
7017	0C	CF	8C	01	10
7017	0D	CF	8D	01	18
7017	0E	CF	8E	01	20
7017	0F	CF	8F	01	28
7018	00	B7	80	01	10
7018	01	B7	81	01	18
7018	02	B7	82	01	20
7018	03	B7	83	01	28
7018	04	BF	84	01	10
7018	05	BF	85	01	18
7018	06	BF	86	01	20
7018	07	BF	87	01	28
7018	08	C7	88	01	10
7018	09	C7	89	01	18
7018	0A	C7	8A	01	20
7018	0B	C7	8B	01	28
7018	0C	CF	8C	01	10
7018	0D	CF	8D	01	18
7018	0E	CF	8E	01	20
7018	0F	CF	8F	01	28
7019	00	B7	80	01	10
7019	01	B7	81	01	18
7019	02	B7	82	01	20
7019	03	B7	83	01	28
7019	04	BF	84	01	10
7019	05	BF	85	01	18
7019	06	BF	86	01	20
7019	07	BF	87	01	28
7019	08	C7	88	01	10
7019	09	C7	89	01	18
7019	0A	C7	8A	01	20
7019	0B	C7	8B	01	28
7019	0C	CF	8C	01	10
7019	0D	CF	8D	01	18
7019	0E	CF	8E	01	20
7019	0F	CF	8F	01	28
7020	00	B7	80	01	10
7020	01	B7	81	01	18
7020	02	B7	82	01	20
7020	03	B7	83	01	28
7020	04	BF	84	01	10
7020	05	BF	85	01	18
7020	06	BF	86	01	20
7020	07	BF	87	01	28
7020	08	C7	88	01	10
7020	09	C7	89	01	18
7020	0A	C7	8A	01	20
7020	0B	C7	8B	01	28
7020	0C	CF	8C	01	10
7020	0D	CF	8D	01	18
7020	0E	CF	8E	01	20
7020	0F	CF	8F	01	28
7021	00	B7	80	01	10
7021	01	B7	81	01	18
7021	02	B7	82	01	20
7021	03	B7	83	01	28
7021	04	BF	84	01	10
7021	05	BF	85	01	18
7021	06	BF	86	01	20
7021	07	BF	87	01	28
7021	08	C7	88	01	10
7021	09	C7	89	01	18
7021	0A	C7	8A	01	20
7021	0B	C7	8B	01	28
7021	0C	CF	8C	01	10
7021	0D	CF	8D	01	18
7021	0E	CF	8E	01	20
7021	0F	CF	8F	01	28
7022	00	B7	80	01	10
7022	01	B7	81	01	18
7022	02	B7	82	01	20
7022	03	B7	83	01	28
7022	04	BF	84	01	10
7022	05	BF	85	01	18
7022	06	BF	86	01	20
7022	07	BF	87	01	28
7022	08	C7	88	01	10
7022	09	C7	89	01	18
7022	0A	C7	8A	01	20
7022	0B	C7	8B	01	28
7022	0C	CF	8C	01	10
7022	0D	CF	8D	01	18
7022	0E	CF	8E	01	20
7022	0F	CF	8F	01	28
7023	00	B7	80	01	10
7023	01	B7	81	01	18
7023	02	B7	82	01	20
7023	03	B7	83	01	28
7023	04	BF	84	01	10
7023	05	BF	85	01	18
7023	06	BF	86	01	20
7023	07	BF	87	01	28
7023	08	C7	88	01	10
7023	09	C7	89	01	18
7023	0A	C7	8A	01	20
7023	0B	C7	8B	01	28
7023	0C	CF	8C	01	10
7023	0D	CF	8D	01	18
7023	0E	CF	8E	01	20
7023	0F	CF	8F	01	28
7024	00	B7	80	01	10
7024	01	B7	81	01	18
7024	02	B7	82	01	20
7024	03	B7	83	01	28
7024	04	BF	84	01	10
7024	05	BF	85	01	18
7024	06	BF	86	01	20
7024	07	BF	87	01	28
7024	08	C7	88	01	10
7024	09	C7	89	01	18
7024	0A	C7	8A	01	20
7024	0B	C7	8B	01	28
7024	0C	CF	8C	01	10
7024	0D	CF	8D	01	18
7024	0E	CF	8E	01	20
7024	0F	CF	8F	01	28
7025	00	B7	80	01	10
7025	01	B7	81	01	18
7025	02	B7	82	01	20
7025	03	B7	83	01	28
7025	04	BF	84	01	10
7025	05	BF	85	01	18
7025	06	BF	86	01	20
7025	07	BF	87	01	28
7025	08	C7	88	01	10
7025	09	C7	89	01	18
7025	0A	C7	8A	01	20
7025	0B	C7	8B	01	28
7025	0C	CF	8C	01	10
7025	0D	CF	8D	01	18
7025	0E	CF	8E	01	20
7025	0F	CF	8F	01	28
7026	00	B7	80	01	10
7026	01	B7	81	01	18
7026	02	B7	82	01	20
7026	03	B7	83	01	28
7026	04	BF	84	01	10
7026	05	BF	85	01	18
7026	06	BF	86	01	20
7026	07	BF	87	01	28
7026	08	C7	88	01	10
7026	09	C7	89	01	18
7026	0A	C7	8A	01	20
7026	0B	C7	8B	01	28
7026	0C	CF	8C	01	10
7026	0D	CF	8D	01	18
7026	0E	CF	8E	01	20
7026	0F	CF	8F	01	28
7027	00	B7	80	01	10
7027	01	B7	81	01	18
7027	02	B7	82	01	20
7027	03	B7	83	01	28
7027	04	BF	84	01	10
7027	05	BF	85	01	18
7027	06	BF	86	01	20
7027	07	BF	87	01	28
7027	08	C7	88	01	10
7027	09	C7	89	01	18
7027	0A	C7	8A	01	20
7027	0B	C7	8B	01	28
7027	0C	CF	8C	01	10
7027	0D	CF	8D	01	18
7027	0E	CF	8E	01	20
7027	0F	CF	8F	01	28
7028	00	B7	80	01	10
7028	01	B7	81	01	18
7028	02	B7	82	01	20
7028	03	B7	83	01	28
7028	04	BF	84	01	10
7028	05	BF	85	01	18
7028	06	BF	86	01	20
7028	07	BF	87	01	28
7028	08	C7	88	01	10
7028	09	C7	89	01	18
7028	0A	C7	8A	01	20
7028	0B	C7	8B	01	28
7028	0C	CF	8C	01	10
7028	0D	CF	8D	01	18
7028	0E	CF	8E	01	20
7028	0F	CF	8F	01	28
7029	00	B7	80	01	10
7029	01	B7	81	01	18
7029	02	B7	82	01	20
7029	03	B7	83	01	28
7029	04	BF	84	01	10
7029	05	BF	85	01	18
7029	06	BF	86	01	20
7029	07	BF	87	01	28
7029	08	C7	88	01	10
7029	09	C7	89	01	18
7029	0A	C7	8A	01	20
7029	0B	C7	8B	01	28
7029	0C	CF	8C	01	10
7029	0D	CF	8D	01	18
7029	0E	CF	8E	01	20
7029	0F	CF	8F	01	28
7030	00	B7	80	01	10
7030	01	B7	81	01	18
7030	02	B7	82	01	20
7030	03	B7	83	01	28
7030	04	BF	84	01	10
7030	05	BF	85	01	18
7030	06	BF	86	01	20
7030	07	BF	87	01	28
7030	08	C7	88	01	10
7030	09	C7	89	01	18
7030	0A	C7	8A	01	20
7030	0B	C7	8B	01	28
7030	0C	CF	8C	01	10
7030	0D	CF	8D	01	18
7030	0E	CF	8E	01	20
7030	0F	CF	8F	01	28
7031	00	B7	80	01	10
7031	01	B7	81	01	18
7031	02	B7	82	01	20
7031	03	B7	83	01	28
7031	04	BF	84	01	10
7031	05	BF	85	01	18
7031	06	BF	86	01	20
7031	07	BF	87	01	28
7031	08	C7	88	01	10
7031	09	C7	89	01	18
7031	0A	C7	8A	01	20
7031	0B	C7	8B	01	28
7031	0C	CF	8C	01	10
7031	0D	CF	8D	01	18
7031	0E	CF	8E	01	20
7031	0F	CF	8F	01	28
7032	00	B7	80	01	10
7032	01	B7	81	01	18
7032	02	B7	82	01	20
7032	03	B7	83	01	28
7032	04	BF	84	01	10
7032	05	BF	85	01	18
7032	06	BF	86	01	20
7032	07	BF	87	01	28
7032	08	C7	88	01	10
7032	09	C7	89	01	18
7032	0A	C7	8A	01	20
7032	0B	C7	8B	01	28
7032	0C	CF	8C	01	10
7032	0D	CF	8D	01	18
7032	0E	CF	8E	01	20
7032	0F	CF	8F	01	28
7033	00	B7	80	01	10
7033	01	B7	81	01	18
7033	02	B7	82	01	20
7033	03	B7	83	01	28
7033	04	BF	84	01	10
7033	05	BF	85	01	18
7033	06	BF	86	01	20
7033	07	BF	87	01	28
7033	08	C7	88	01	10
7033	09	C7	89	01	18
7033	0A	C7	8A	01	20
7033	0B	C7	8B	01	28
7033	0C	CF	8C	01	10
7033	0D	CF	8D	01	18
7033	0E	CF	8E	01	20
7033	0F	CF	8F	01	28
7034	00	B7	80	01	10
7034	01	B7	81	01	18
7034	02	B7	82	01	20
7034	03	B7	83	01	28
7034	04	BF	84	01	10
7034	05	BF	85	01	18
7034	06	BF	86	01	20
7034	07	BF	87	01	28
7034	08	C7	88	01	10
7034	09	C7	89	01	18
7034	0A	C7	8A	01	20
7034	0B	C7	8B	01	28
7034	0C	CF	8C	01	10
7034	0D	CF	8D	01	18
7034	0E	CF	8E	01	20
7034	0F	CF	8F	01	28
7035	00	B7	80	01	10
7035	01	B7	81	01	18
7035	02	B7	82	01	20
7035	03	B7	83	01	28
7035	04	BF	84	01	10
7035	05	BF	85	01	18
7035	06	BF	86	01	20
7035	07	BF	87	01	28
7035	08	C7	88	01	10
7035	09	C7	89	01	18
7035	0A	C7	8A	01	20
7035	0B	C7	8B	01	28
7035	0C	CF	8C	01	10
7035	0D	CF	8D	01	18
7035	0E	CF	8E	01	20
7035	0F	CF	8F	01	28
7036	00	B7	80	01	10
7036	01	B7	81	01	18
7036	02	B7	82	01	20
7036	03	B7	83	01	28
7036	04	BF	84	01	10
7036	05	BF	85	01	18
7036	06	BF	86	01	20
7036	07	BF	87	01	28
7036	08	C7	88	01	10
7036	09	C7	89	01	18
7036	0A	C7	8A	01	20
7036	0B	C7	8B	01	28
7036	0C	CF	8C	01	10
7036	0D	CF	8D	01	18
7036	0E	CF	8E	01	20
7036	0F	CF	8F	01	28
7037	00	B7	80	01	10
7037	01	B7	81	01	18
7037	02	B7	82	01	20
7037	03	B7	83	01	28
7037	04	BF	84	01	10
7037	05	BF	85	01	18
7037	06	BF	86	01	20
7037	07	BF	87	01	28
7037	08	C7	88	01	10
7037	09	C7	89	01	18
7037	0A	C7	8A	01	20
7037	0B	C7	8B	01	28
7037	0C	CF	8C	01	10
7037	0D	CF	8D	01	18
7037	0E	CF	8E	01	20
7037	0F	CF	8F	01	28
7038	00	B7	80	01	10
7038	01	B7	81	01	18
7038	02	B7	82	01	20
7038	03	B7	83	01	28
7038	04	BF	84	01	10
7038	05	BF	85	01	18
7038	06	BF	86	01	20
7038	07	BF	87	01	28
7038	08	C7	88	01	10
7038	09	C7	89	01	18
7038	0A	C7	8A	01	20
7038	0B	C7	8B	01	28
7038	0C	CF	8C	01	10
7038	0D	CF	8D	01	18
7038	0E	CF	8E	01	20
7038	0F	CF	8F	01	28
7039	00	B7	80	01	10
7039	01	B7	81	01	18
7039	02	B7	82	01	20
7039	03	B7	83	01	28
7039	04	BF	84	01	10
7039	05	BF	85	01	18
7039	06	BF	86	01	20
7039	07	BF	87	01	28
7039	08	C7	88	01	10
7039	09	C7	89	01	18
7039	0A	C7	8A	01	20
7039	0B	C7	8B	01	28
7039	0C	CF	8C	01	10
7039	0D	CF	8D	01	18
7039	0E	CF	8E	01	20
7039	0F	CF	8F	01	28
7040	00	B7	80	01	10
7040	01	B7	81	01	18
7040	02	B7	82	01	20
7040	03	B7	83	01	28
7040	04	BF	84	01	10
7040	05	BF	85	01	18
7040	06	BF	86	01	20
7040	07	BF	87	01	28
7040	08	C7	88	01	10
7040	09	C7	89	01	18
7040	0A	C7	8A	01	20
7040	0B	C7	8B	01	28
7040	0C	CF	8C	01	10
7040	0D	CF	8D	01	18
7040	0E	CF	8E	01	20
7040	0F	CF	8F	01	28
7041	00	B7	80	01	10
7041	01	B7	81	01	18
7041	02	B7	82	01	20
7041	03	B7	83	01	28
7041	04	BF	84	01	10
7041	05	BF	85	01	18
7041	06	BF	86	01	20
7041	07	BF	87	01	28
7041	08	C7	88	01	10
7041	09	C7	89	01	18
7041	0A	C7	8A	01	20
7041	0B	C7	8B	01	28
7041	0C	CF	8C	01	10
7041	0D	CF	8D	01	18
7041	0E	CF	8E	01	20
7041	0F	CF	8F	01	28
7042	00	B7	80	01	10
7042	01	B7	81	01	18
7042	02	B7	82	01	20
7042	03	B7	83	01	28
7042	04	BF	84	01	10
7042	05	BF	85	01	18
7042	06	BF	86	01	20
7042	07	BF	87	01	28
7042	08	C7	88	01	10
7042	09	C7	89	01	18
7042	0A	C7	8A	01	20
7042	0B	C7	8B	01	28
7042	0C	CF	8C	01	10
7042	0D	CF	8D	01	18
7042	0E	CF	8E	01	20
7042	0F	CF	8F	01	28
7043	00	B7	80	01	10
7043	01	B7	81	01	18
7043	02	B7	82	01	20
7043	03	B7	83	01	28
7043	04	BF	84	01	10
7043	05	BF	85	01	18
7043	06	BF	86	01	20
7043	07	BF	87	01	28
7043	08	C7	88	01	10
7043	09	C7	89	01	18
7043	0A	C7	8A	01	20
7043	0B	C7	8B	01	28
7043	0C	CF	8C	01	10
7043	0D	CF	8D	01	18
7043	0E	CF	8E	01	20
7043	0F	CF	8F	01	28
7044	00	B7	80	01	10
7044	01	B7	81	01	18
7044	02	B7	82	01	20
7044	03	B7	83	01	28
7044	04	BF	84	01	10
7044	05	BF	85	01	18
7044	06	BF	86	01	20
7044	07	BF	87	01	28
7044	08	C7	88	01	10
7044	09	C7	89	01	18
7044	0A	C7	8A	01	20
7044	0B	C7	8B	01	28
7044	0C	CF	8C	01	10
7044	0D	CF	8D	01	18
7044	0E	CF	8E	01	20
7044	0F	CF	8F	01	28
7045	00	B7	80	01	10
7045	01	B7	81	01	18
7045	02	B7	82	01	20
7045	03	B7	83	01	28
7045	04	BF	84	01	10
7045	05	BF	85	01	18
7045	06	BF	86	01	20
7045	07	BF	87	01	28
7045	08	C7	88	01	10
7045	09	C7	89	01	18
7045	0A	C7	8A	01	20
7045	0B	C7	8B	01	28
7045	0C	CF	8C	01	10
7045	0D	CF	8D	01	18
7045	0E	CF	8E	01	20
7045	0F	CF	8F	01	28
7046	00	B7	80	01	10
7046	01	B7	81	01	18
7046	02	B7	82	01	20
7046	03	B7	83	01	28
7046	04	BF	84	01	10
7046	05	BF	85	01	18
7046	06	BF	86	01	20
7046	07	BF	87	01	28
7046	08	C7	88	01	10
7046	09	C7	89	01	18
7046	0A	C7	8A	01	20
7046	0B	C7	8B	01	28
7046	0C	CF	8C	01	10
7046	0D	CF	8D	01	18
7046	0E	CF	8E	01	20
7046	0F	CF	8F	01	28
7047	00	B7	80	01	10
7047	01	B7	81	01	18
7047	02	B7	82	01	20
7047	03	B7	83	01	28
7047	04	BF	84	01	10
7047	05	BF	85	01	18
7047	06	BF	86	01	20
7047	07	BF	87	01	28
7047	08	C7	88	01	10
7047	09	C7	89	01	18
7047	0A	C7	8A	01	20
7047	0B	C7	8B	01	28
7047	0C	CF	8C	01	10
7047	0D	CF	8D	01	18
7047	0E	CF	8E	01	20
7047	0F	CF	8F	01	28
7048	00	B7	80	01	10
7048	01	B7	81	01	18
7048	02	B7	82	01	20
7048	03	B7	83	01	28
7048	04	BF	84	01	10
7048	05	BF	85	01	18
7048	06	BF	86	01	20
7048	07	BF	87	01	28
7048	08	C7	88	01	10
7048	09	C7	89	01	18
7048	0A	C7	8A	01	20
7048	0B	C7	8B	01	28
7048	0C	CF	8C	01	10
7048	0D	CF	8D	01	18
7048	0E	CF	8E	01	20
7048	0F	CF	8F	01	28
7049	00	B7	80	01	10
7049	01	B7	81	01	18
7049	02	B7	82	01	20
7049	03	B7	83	01	28
7049	04	BF	84	01	10
7049	05	BF	85	01	18
7049	06	BF	86	01	20
7049	07	BF	87	01	28
7049	08	C7	88	01	10
7049	09	C7	89	01	18
7049	0A	C7	8A	01	20
7049	0B	C7	8B	01	28
7049	0C	CF	8C	01	10
7049	0D	CF	8D	01	18
7049	0E	CF	8E	01	20
7049	0F	CF	8F	01	28
7050	00	B7	80	01	10
7050	01	B7	81	01	18
7050	02	B7	82	01	20
7050	03	B7	83	01	28
7050	04	BF	84	01	10
7050	05	BF	85	01	18
7050	06	BF	86	01	20
7050	07	BF	87	01	28
7050	08	C7	88	01	10
7050	09	C7	89	01	18
7050	0A	C7	8A	01	20
7050	0B	C7	8B	01	28
7050	0C	CF	8C	01	10
7050	0D	CF	8D	01	18
7050	0E	CF	8E	01	20
7050	0F	CF	8F	01	28
7051	00	B7	80	01	10
7051	01	B7	81	01	18
7051	02	B7	82	01	20
7051	03	B7	83	01	28
7051	04	BF	84	01	10
7051	05	BF	85	01	18
7051	06	BF	86	01	20
7051	07	BF	87	01	28
7051	08	C7	88	01	10
7051	09	C7	89	01	18
7051	0A	C7	8A	01	20
7051	0B	C7	8B	01	28
7051	0C	CF	8C	01	10
7051	0D	CF	8D	01	18
7051	0E	CF	8E	01	20
7051	0F	CF	8F	01	28
7052	00	B7	80	01	10
7052	01	B7	81	01	18
7052	02	B7	82	01	20
7052	03	B7	83	01	28
7052	04	BF	84	01	10
7052	05	BF	85	01	18
7052	06	BF	86	01	20
7052	07	BF	87	01	28
7052	08	C7	88	01	10
7052	09	C7	89	01	18
7052	0A	C7	8A	01	20
7052	0B	C7	8B	01	28
7052	0C	CF	8C	01	10
7052	0D	CF	8D	01	18
7052	0E	CF	8E	01	20
7052	0F	CF	8F	01	28
7053	00	B7	80	01	10
7053	01	B7	81	01	18
7053	02	B7	82	01	20
7053	03	B7	83	01	28
7053	04	BF	84	01	10
7053	05	BF	85	01	18
7053	06	BF	86	01	20
7053	07	BF	87	01	28
7053	08	C7	88	01	10
7053	09	C7	89	01	18
7053	0A	C7	8A	01	20
7053	0B	C7	8B	01	28
7053	0C	CF	8C	01	10
7053	0D	CF	8D	01	18
7053	0E	CF	8E	01	20
7053	0F	CF	8F	01	28
7054	00	B7	80	01	10
7054	01	B7	81	01	18
7054	02	B7	82	01	20
7054	03	B7	83	01	28
7054	04	BF	84	01	10
7054	05	BF	85	01	18
7054	06	BF	86	01	20
7054	07	BF	87	01	28
7054	08	C7	88	01	10
7054	09	C7	89	01	18
7054	0A	C7	8A	01	20
7054	0B	C7	8B	01	28
7054	0C	CF	8C	01	10
7054	0D	CF	8D	01	18
7054	0E	CF	8E	01	20
7054	0F	CF	8F	01	28
7055	00	B7	80	01	10
7055	01	B7	81	01	18
7055	02	B7	82	01	20
7055	03	B7	83	01	28
7055	04	BF	84	01	10
7055	05	BF	85	01	18
7055	06	BF	86	01	20
7055	07	BF	87	01	28
7055	08	C7	88	01	10
7055	09	C7	89	01	18
7055	0A	C7	8A	01	20
7055	0B	C7	8B	01	28
7055	0C	CF	8C	01	10
7055	0D	CF	8D	01	18
7055	0E	CF	8E	01	20
7055	0F	CF	8F	01	28
7056	00	B7	80	01	10
7056	01	B7	81	01	18
7056	02	B7	82	01	20
7056	03	B7	83	01	28
7056	04	BF	84	01	10
7056	05	BF	85	01	18
7056	06	BF	86	01	20
7056	07	BF	87	01	28
7056	08	C7	88	01	10
7056	09	C7	89	01	18
7056	0A	C7	8A	01	20
7056	0B	C7	8B	01	28
7056	0C	CF	8C	01	10
7056	0D	CF	8D	01	18
7056	0E	CF	8E	01	20
7056	0F	CF	8F	01	28
7057	00	B7	80	01	10
7057	01	B7	81	01	18
7057	02	B7	82	01	20
7057	03	B7	83	01	28
7057	04	BF	84	01	10
7057	05	BF	85	01	18
7057	06	BF	86	01	20
7057	07	BF	87	01	28
7057	08	C7	88	01	10
7057	09	C7	89	01	18
7057	0A	C7	8A	01	20
7057	0B	C7	8B	01	28
7057	0C	CF	8C	01	10
7057	0D	CF	8D	01	18
7057	0E	CF	8E	01	20
7057	0F	CF	8F	01	28
7058	00	B7	80	01	10
7058	01	B7	81	01	18
7058	02	B7	82	01	20
7058	03	B7	83	01	28
7058	04	BF	84	01	10
7058	05	BF	85	01	18
7058	06	BF	86	01	20
7058	07	BF	87	01	28
7058	08	C7	88	01	10
7058	09	C7	89	01	18
7058	0A	C7	8A	01	20
7058	0B	C7	8B	01	28
7058	0C	CF	8C	01	10
7058	0D	CF	8D	01	18
7058	0E	CF	8E	01	20
7058	0F	CF	8F	01	28
7059	00	B7	80	01	10
7059	01	B7	81	01	18
7059	02	B7	82	01	20
7059	03	B7	83	01	28
